014
===
014-27, 139.9289915471405, g
014-03, 140.9716469088939, g
014-42, 141.64363450050783, g
014-07, 143.53926560845068, g
014-18, 147.14649734307983, g
014-02, 149.54657708544738, g
014-24, 149.54725853394595, g
014-32, 151.9982923821712, g
014-04, 156.08592210578274, g
014-26, 156.12879837117038, g
014-39, 157.90578666067614, g
014-33, 159.11224592549394, g
014-17, 161.2559561446553, g
014-01, 163.2544397309627, g
014-05, 170.37019839676867, g
014-38, 170.83248658832014, g
014-19, 200.30918091038035, g
014-20, 209.80890032976828, g
014-43, 222.07156572862314, g
014-10, 226.90218266288434, g
014-37, 239.29084467031763, f
014-13, 249.22616460214968, f
014-31, 251.30229964434756, f
014-29, 265.8355835306441, f
014-40, 275.5018886541309, f
014-06, 289.4652234425121, f
014-36, 296.6026236988963, f
014-34, 296.9761865200856, f
014-12, 298.44726332421374, f
014-21, 308.66660981518464, f
014-41, 309.3811630019835, f
014-16, 318.0039616619268, f
014-23, 319.3445915156551, f
014-08, 327.31290625331667, f
014-15, 336.2047997636987, f
014-30, 339.9421766408767, f
014-22, 351.0507374175083, f
014-09, 352.6844913219667, f
014-44, 357.7056841327225, f
014-25, 368.6903306041644, f
014-45, 377.03999749733043, f
014-11, 399.295983620058, f
014-28, 484.0966994861283, f
014-35, 508.3677689162325, f
014-14, 525.9222513714292, f


