011
===
011-01, 112.0890126856691, g
011-14, 116.49722718996138, g
011-36, 116.75326297074028, g
011-19, 118.46602557893364, g
011-08, 135.49667942487065, g
011-41, 136.51750348848174, g
011-40, 136.9541190696204, g
011-11, 140.12061864474964, g
011-26, 140.8457846811948, g
011-04, 146.9368370692547, g
011-29, 148.37414782063806, g
011-18, 150.58559338827493, g
011-33, 155.74905446248118, g
011-23, 161.4310833422667, g
011-43, 166.7255707683948, g
011-42, 172.02135445215876, g
011-45, 177.51203508559678, g
011-03, 206.412112268889, g
011-38, 214.00616660916268, g
011-02, 257.26508635294095, g
011-07, 263.7647986303286, f
011-09, 284.60584092856163, f
011-39, 295.9230061930008, f
011-12, 304.81326337115945, f
011-30, 332.8110862166826, f
011-06, 342.19239361327743, f
011-22, 347.0725081794479, f
011-24, 355.848506608806, f
011-27, 366.97395360298674, f
011-28, 369.6258836020424, f
011-10, 380.625711382933, f
011-16, 383.3012906434084, f
011-32, 447.5444812231555, f
011-21, 483.7327388515163, f
011-25, 485.6415308544183, f
011-17, 541.6865346482629, f
011-31, 544.3904689709093, f
011-37, 553.1290903131725, f
011-34, 566.3071843163223, f
011-05, 602.4548972279956, f
011-44, 985.6026804200235, f
011-20, 1260.277508024495, f
011-15, 1280.7825298830066, f
011-35, 1328.733831535552, f
011-13, 1411.790417347594, f


