030
===
030-44, 76.77633460248121, g
030-03, 77.55932692182398, g
030-27, 81.45765752196729, g
030-34, 82.37778334998852, g
030-22, 83.0331427379156, g
030-36, 83.46893230731371, g
030-33, 85.08754809840009, g
030-20, 85.24941546304649, g
030-09, 85.85396815927702, g
030-07, 86.4233395838519, g
030-19, 86.58175795674155, g
030-43, 87.73055238014516, g
030-45, 87.78435980277177, g
030-14, 88.11036875108404, g
030-39, 89.5152848948982, g
030-05, 93.62468269772945, g
030-06, 94.51141672164651, g
030-25, 95.53251461945725, g
030-29, 104.65759173312816, g
030-26, 132.527982255846, g
030-13, 135.34523621599882, f
030-08, 148.6803107890721, f
030-18, 150.19401950784004, f
030-17, 154.87692509545167, f
030-23, 155.6851420737375, f
030-10, 163.56508481208613, f
030-41, 170.34993242004813, f
030-30, 171.14217376660395, f
030-15, 171.3692575160746, f
030-40, 174.33885279069077, f
030-38, 178.38941701914254, f
030-01, 182.2867503067227, f
030-32, 182.80133309324802, f
030-02, 193.56553151057784, f
030-42, 196.54066831787765, f
030-21, 199.64353230021356, f
030-16, 202.3913468500105, f
030-28, 202.84560821692565, f
030-31, 204.59708835437763, f
030-04, 208.2401614350118, f
030-24, 214.82185130959914, f
030-35, 216.81777819065798, f
030-11, 227.92303812941913, f
030-12, 236.49293721126946, f
030-37, 259.7845956528169, f


