009
===
009-09, 119.11219227542055, g
009-21, 122.03801038064799, g
009-25, 128.12849547663015, g
009-07, 129.54191715716945, g
009-13, 130.14572635700162, g
009-19, 130.2765815061976, g
009-41, 130.495522602672, g
009-42, 133.28073890187923, g
009-15, 134.36271299291212, g
009-01, 134.4235235022634, g
009-45, 136.99668483503666, g
009-29, 137.2810461704874, g
009-12, 139.50161526020528, g
009-30, 139.6917386472425, g
009-08, 140.28578461248503, g
009-37, 144.20367539535488, g
009-24, 145.14049191363765, g
009-35, 147.7911605267983, g
009-33, 152.64431284409127, g
009-06, 154.4765129668474, g
009-03, 206.77725473254276, f
009-18, 206.94162810904936, f
009-34, 211.6657210711387, f
009-39, 218.28481780195776, f
009-32, 228.1941386453379, f
009-44, 258.9165430721115, f
009-14, 275.721021546456, f
009-10, 275.91117462962694, f
009-36, 282.163585437705, f
009-28, 296.167343136128, f
009-04, 303.23738542020203, f
009-20, 306.52264244193736, f
009-05, 306.68382234538234, f
009-27, 322.96980493147504, f
009-43, 329.250663989787, f
009-26, 358.38131092636814, f
009-11, 358.6577254602089, f
009-31, 366.51491900143844, f
009-38, 370.9887792013918, f
009-22, 395.6350647646508, f
009-16, 403.2283767978512, f
009-17, 434.0766446387289, f
009-40, 455.08404798898573, f
009-23, 502.35362940374654, f
009-02, 513.4911197250107, f


