021
===
021-17, 28.717392770701213, g
021-30, 29.518420289394623, g
021-22, 29.782151792861082, g
021-03, 31.331966128432803, g
021-09, 31.697164513852385, g
021-27, 31.99705775380527, g
021-44, 32.05327518553223, g
021-21, 32.20456431955836, g
021-24, 32.99869168320272, g
021-33, 34.57013621986589, g
021-05, 35.611310241326024, g
021-16, 36.55303865880154, g
021-29, 37.13311564630094, g
021-20, 37.74278148232533, g
021-35, 38.71432625887947, g
021-10, 39.19439514064517, g
021-45, 40.889483565106346, g
021-18, 40.90187765013442, g
021-38, 47.169333533942606, g
021-06, 53.162481493019946, g
021-01, 53.89920448124094, f
021-36, 54.688549827756596, f
021-13, 55.83417422551181, f
021-37, 57.26797718192857, f
021-25, 60.780266496984744, f
021-11, 61.69232719660003, f
021-26, 62.276303171650135, f
021-15, 63.63230589988841, f
021-02, 64.11757280854226, f
021-32, 64.70640414131597, f
021-43, 65.29735617906763, f
021-23, 68.37061756601364, f
021-31, 68.84831232975087, f
021-41, 69.35774926421016, f
021-34, 70.61354146476332, f
021-12, 72.02233031093974, f
021-28, 74.80471923430466, f
021-39, 90.3263235696143, f
021-42, 91.23914611597266, f
021-19, 92.1952778125765, f
021-08, 98.35325304618836, f
021-40, 99.52003038069475, f
021-14, 100.44220420060174, f
021-04, 110.49490654869358, f
021-07, 178.87899765394508, f


