007
===
007-44, 95.10256272232307, g
007-08, 97.10142184772712, g
007-37, 100.01088948577242, g
007-02, 100.58829030994278, g
007-43, 101.50841307343782, g
007-12, 105.63966155971448, g
007-41, 105.97988778438211, g
007-16, 108.95445815741411, g
007-35, 112.8434314364986, g
007-22, 113.03640883576804, g
007-11, 114.62328678567806, g
007-09, 115.00039446403873, g
007-13, 115.24687798549166, g
007-05, 117.57031017889369, g
007-18, 121.01574460339643, g
007-39, 124.74940256379932, g
007-15, 131.2864240815184, g
007-38, 137.36132190708955, g
007-32, 137.43724920173514, g
007-34, 140.2669795199504, g
007-36, 140.97966645905802, f
007-23, 144.3505330832761, f
007-27, 146.09644279291953, f
007-26, 146.59758618892232, f
007-10, 149.24620022828668, f
007-40, 149.8689241608349, f
007-17, 153.00853935961146, f
007-42, 160.85080540226616, f
007-21, 168.78869555593712, f
007-04, 169.21675944236745, f
007-25, 188.6716967114746, f
007-31, 191.8852510923726, f
007-30, 194.68852330022, f
007-45, 202.3681599318023, f
007-19, 203.5853287052318, f
007-33, 204.51402164012114, f
007-01, 211.39626473630642, f
007-24, 216.8807451141227, f
007-20, 224.64850112566265, f
007-28, 231.88363331149267, f
007-03, 243.83438730543736, f
007-06, 248.683600189044, f
007-14, 306.63008899477046, f
007-29, 338.65287006166494, f
007-07, 365.1631313305896, f


