097
===
097-04, 92.52780226619552, g
097-30, 102.69779715960983, g
097-07, 108.96872662688324, g
097-36, 111.42098822989874, g
097-12, 113.19944039035572, g
097-40, 120.56801641944503, g
097-28, 125.69457647522196, g
097-42, 126.35123402880603, g
097-25, 133.29582531543966, g
097-19, 140.93956256178484, g
097-39, 145.97768891078272, g
097-24, 154.41253100050514, g
097-02, 156.86808816836668, g
097-45, 157.12577721427638, g
097-17, 158.40636571455627, g
097-15, 163.06428345343062, g
097-43, 165.12573544833097, g
097-20, 167.81243152080782, g
097-08, 170.1485354024557, g
097-03, 177.368804331015, g
097-26, 178.81661650080565, f
097-10, 185.02984501662806, f
097-22, 186.40916299031278, f
097-38, 190.47172547069357, f
097-06, 203.01327260757995, f
097-13, 208.55482870810084, f
097-05, 217.65355941044328, f
097-29, 218.90375760872584, f
097-32, 221.5357538234576, f
097-41, 232.629923076031, f
097-23, 235.066673476331, f
097-34, 238.8920094304868, f
097-33, 247.36637753043624, f
097-27, 259.3080565505378, f
097-37, 267.16009902869365, f
097-21, 267.924864649424, f
097-31, 277.8080160389027, f
097-14, 278.3598739191123, f
097-44, 284.1542102096032, f
097-01, 289.90630151501546, f
097-35, 295.3459717084794, f
097-09, 306.67926652190914, f
097-18, 311.312212017648, f
097-11, 399.30801931724505, f
097-16, 444.58563467274223, f


