068
===
068-03, 103.69558647744195, g
068-20, 106.0620852562733, g
068-43, 109.76700174529756, g
068-11, 115.01570074314012, g
068-19, 116.45221703512088, g
068-38, 118.47279822251846, g
068-13, 120.44266580665638, g
068-23, 127.29262760647639, g
068-33, 127.79513156428834, g
068-36, 128.78151171079224, g
068-21, 128.97157142690685, g
068-44, 129.8352359381616, g
068-29, 137.12828835855365, g
068-31, 138.38714151696533, g
068-16, 144.30462874773073, g
068-07, 146.48051964890686, g
068-30, 146.70727391757026, g
068-06, 147.07845940016378, g
068-17, 148.2959319760407, g
068-37, 152.76823896932052, g
068-41, 163.91132578093948, f
068-45, 169.9394696816332, f
068-42, 171.8679839981041, f
068-39, 175.0546665506025, f
068-24, 196.97454844677117, f
068-32, 204.53164722929858, f
068-18, 205.4483494800908, f
068-02, 216.72614852343617, f
068-10, 217.04485607148482, f
068-12, 218.18688727190175, f
068-04, 227.66246342650697, f
068-14, 238.68878930516797, f
068-15, 251.3587086363073, f
068-09, 255.30926054448415, f
068-28, 274.58015003822976, f
068-08, 281.6181853415411, f
068-40, 302.1545341428212, f
068-05, 314.65734371426623, f
068-26, 328.3716995777796, f
068-22, 351.0833799239534, f
068-34, 391.1234284532251, f
068-27, 396.3335063342747, f
068-35, 401.12819018568166, f
068-01, 413.7169256418557, f
068-25, 472.492486869333, f


