066
===
066-17, 96.89441159744015, g
066-23, 101.84881381193811, g
066-27, 103.17092248430097, g
066-36, 110.72614586502098, g
066-33, 110.85981476130118, g
066-37, 111.54317482691363, g
066-29, 111.73450851152256, g
066-06, 112.93717513090716, g
066-44, 115.34028299760624, g
066-30, 116.19242306720159, g
066-38, 116.62748149146378, g
066-34, 116.65141176209684, g
066-14, 116.8151294311294, g
066-28, 119.32711267961898, g
066-39, 120.8027194534586, g
066-13, 124.08926283452547, g
066-19, 124.70230088286436, g
066-25, 125.623432586734, g
066-02, 125.78878213865035, g
066-01, 126.1466495888729, g
066-12, 127.64721115140033, f
066-09, 128.52102488074416, f
066-20, 129.8034115320454, f
066-21, 131.44290577933694, f
066-08, 135.20749477779677, f
066-35, 135.58210766272776, f
066-32, 136.28362744141197, f
066-15, 138.57682235164935, f
066-04, 142.55864724120252, f
066-43, 146.46565294003724, f
066-26, 146.5423237351094, f
066-24, 150.19862409902257, f
066-03, 151.06550955335774, f
066-18, 162.3067649455437, f
066-10, 165.93821631579016, f
066-42, 198.35133327826514, f
066-31, 228.16346144894132, f
066-41, 243.18911683614562, f
066-22, 281.24902439942906, f
066-11, 350.62430391495786, f
066-40, 429.2588371080954, f
066-16, 500.9687993886162, f
066-07, 560.3006134694314, f
066-45, 603.1341437156581, f
066-05, 603.8301747789717, f


