091
===
091-36, 71.06264973538524, g
091-21, 71.61507774713587, g
091-31, 73.60921193052313, g
091-12, 77.4095070894167, g
091-03, 77.78596713843254, g
091-45, 80.04777527637458, g
091-28, 81.48837818838595, g
091-05, 81.70969989398712, g
091-16, 82.09190512198943, g
091-20, 82.82503373264072, g
091-18, 83.45706115046485, g
091-30, 83.9971993440552, g
091-06, 84.95964265320694, g
091-33, 85.38727036359869, g
091-34, 85.40906343497927, g
091-42, 85.92766389770841, g
091-23, 86.38546239230115, g
091-17, 87.36123498787063, g
091-32, 88.70940888371081, g
091-43, 89.3648101874092, g
091-39, 107.58158114990263, f
091-15, 114.09587710387447, f
091-29, 120.657709024127, f
091-13, 136.52664841037765, f
091-14, 140.97888940475957, f
091-22, 166.30229369304652, f
091-38, 168.46398437642773, f
091-09, 185.11644774376137, f
091-37, 191.16982220150558, f
091-35, 199.39782885812411, f
091-25, 201.70893372637744, f
091-08, 201.71262481304365, f
091-24, 202.73476789871, f
091-26, 206.6187706194828, f
091-07, 207.0350074098181, f
091-10, 214.38641609138296, f
091-41, 221.6811318517567, f
091-19, 221.83264480620718, f
091-44, 227.19595304818648, f
091-01, 235.75776477443395, f
091-11, 288.4938744764857, f
091-02, 293.0049937539892, f
091-27, 295.60279258326176, f
091-04, 321.86553370447143, f
091-40, 495.337842547505, f


